gvkey,companyname
039757,FMQQ THE NXT FRONT INTRT ETF
039758,NUVEEN GROWTH OPPORTUNIT ETF
039759,NUVEEN ESG DIVIDEND ETF
039760,SIMPLIFY INT TM TRY FUT STRY
039761,SPDR LOOMIS SAYLES OP BD ETF
039765,EVOLVE CRYPTOCURRENCIES ETF
039766,PURPOSE CREDIT OPPORTUN FUND
039767,DAY HAGAN/NED DAVIS RESE ETF
039768,T. ROWE PRICE QM U.S. BD ETF
039769,T. ROWE PRICE TOTAL RTRN ETF
039770,T. ROWE PRICE ULTRA SHRT ETF
039774,VENTYX BIOSCIENCES INC
039775,AVANTIS REAL ESTATE ETF
039776,AVANTIS EMERGI MKT VALUE ETF
039777,AVANTIS INT LRGE CAP VAL ETF
039778,DIREXION DLY NYSE FANG BL 2X
039779,PROSHARES BIG DTA REFINR ETF
039780,PROSHARES S&P KNSH CLEAN ETF
039781,PROSHARES S&P KNSH SMART ETF
039782,PROCAPS GROUP S A
039783,BENSON HILL INC
039784,VELO3D INC
039785,SHAPEWAYS HOLDINGS INC
039786,VALENS SEMICONDUCTOR LTD
039787,CONSENSUS CLOUD SOLUTION INC
039789,MULTISENSOR AI HOLDINGS INC
039791,ROIVANT SCIENCES LTD
039792,INNOVATOR U.S. ACLT PLUS ETF
039793,INNOVATOR GROWTH ALT PLS ETF
039794,INNOVATOR EQT ACELERATED ETF
039795,INNOVATOR ET ACL 9 BUFER ETF
039796,PACER SWAN SOS CNSRVTIVE ETF
039797,PACER SWAN SOS MOD (OCT) ETF
039798,PACER SWAN SOS FLEX(OCT) ETF
039799,ALLIANZIM U.S. LRG BUFER ETF
039800,IONQ INC
039801,ABVC BIOPHARMA INC
039803,FOLIOBYND ALT INC INT RT HDG
039804,KORE GROUP HOLDINGS INC
039805,ARTERIS INC
039806,XILIO THERAPEUTICS INC
039810,INFORMATICA INC
039811,RIVIAN AUTOMOTIVE INC
039813,LIANBIO -ADR
039815,WALLBOX NV
039818,UDEMY INC
039819,RENT THE RUNWAY INC
039820,ARHAUS INC
039821,BLUEJAY DIAGNOSTICS INC
039822,GLOBALFOUNDRIES INC
039823,SOLO BRANDS INC
039824,JPMORGAN ACTIVE VALUE ETF
039825,KRANESHARES EUROPEAN CAR ETF
039826,KRANESHARES CALIFRNA CAR ETF
039827,VICTORYSHARES THB MD CAP ETF
039828,VICTORYSHARES CORP BOND ETF
039829,VICTORYSHARES C P INTD B ETF
039830,AIRSCULPT TECHNOLO INC
039831,HIRERIGHT HOLDING CORP
039833,ETFMG 2X DILY INVRS ALTR ETF
039834,ZOOMCAR HOLDINGS INC
039835,STRAN & COMPANY INC
039838,KIDPIK CORP
039839,NUVECTIS PHARMA INC
039841,FIDELITY DIGITAL HEALTH ETF
039842,FIDELITY CLEAN ENERGY ETF
039843,FIDELITY ELECTRIC VHICLS ETF
039844,FIDELITY CLOUD COMPUTING ETF
039845,INVESCO ALRIN BLOCK USRS ETF
039846,INVESCO ALERIN CRYPTO EC ETF
039847,VANECK MORNINGSTAR ESG M ETF
039848,WISDOMTREE TARGET RANGE FUND
039849,KRANESHARES CHINA INNOVA ETF
039850,SCIENCE 37 HOLDINGS INC
039851,COPPERLEAF TECHNOLOGIES INC
039858,SIMPLIFY HEALTH CARE ETF
039860,SONENDO INC
039861,CLAROS MORTGAGE TRUST INC
039863,ONCONETIX INC
039867,NERDWALLET INC
039868,VAXXINITY INC
039869,ENTRADA THERAPUTIS INC
039872,AURA BIOSCIENCES INC
039874,LOOP MEDIA INC
039875,ESS TECH INC
039877,THE REAL GOOD FOOD CO INC
039879,MAINZ BIOMED N V
039882,LULU'S FASHION LOUN HOLD INC
039886,USERTESTING INC
039887,CIAN PLC
039888,ISHARES USD SYSTEMATI BD ETF
039889,FIRST TRUST MULTI SMA CA ETF
039894,ALPHA DOG ETF
039895,EXPENSIFY INC
039899,IO BIOTECH INC
039901,CI&T INC
039902,THIRD COAST BANCSHARES INC
039907,2SEVENTY BIO INC
039908,LEGACY EJY INC
039909,BAKKT HOLDINGS INC
039910,BACKBLAZE INC
039912,NEUROSENSE THERAPEUTICS LTD
039914,WEAVE COMMUNICATI INC
039916,BRIGHTSPRING HEALTH SVCS INC
039920,PROSHARES BITCOIN ETF
039926,CARDIO DIAGNOSTICS HOLDI INC
039927,HORIZONS EMERGING MARKETS LE
039928,ETFMG REAL ESTATE TECH ETF
039929,PROPEL HOLDINGS INC
039931,NAVITAS SEMICONDUCTOR CORP
039932,NYLI ENGENDER EQUALITY ETF
039933,NYLI CLEANER TRANSPORT ETF
039934,NYLI CLEAN OCEANS ETF
039935,MIRION TECHNOLOGIES INC
039937,AUSTIN GOLD CORP
039938,BABYLON HOLDINGS LTD
039939,VALKYRIE BITCOIN A ETHER STR
039941,JOURNEY MEDICAL CORPO
039942,BRAZE INC
039945,SONO GROUP NV
039951,SAB BIOTHERAPEUTICS INC
039953,Q4 INC
039954,REDBOX ENTERTAINMENT INC
039959,TC BIOPHARM HOLDINGS PLC
039960,IRIS ENERGY LIMITED
039961,SWEETGREEN INC
039962,LOYALTY VENTURES INC
039963,KYNDRYL HOLDINGS INC
039964,CHICAGO ATLANTIC REA E F INC
039968,PROSHARES ON-DEMAND ETF
039969,PROSHARES NANOTECHNOLOGY ETF
039970,PROSHARES SMART MATERIAL ETF
039972,INVESCO ESG NASDAQ 100 ETF
039973,INVESCO ESG NASDAQ N 100 ETF
039974,FT VEST BUFFERED A GROW ETF
039975,FT VEST BUFFERED AL DEFE ETF
039977,HORIZONS NORTH AMERICAN  ETF
039978,HORIZONS GLOBL VACIE IDX ETF
039981,HOUR LOOP INC
039983,ADVOCATE RISING RATE HDG ETF
039984,FOUNT SUBSCRIPTION ECONO ETF
039985,FOUNT METAVERSE ETF
039986,VOLT CRYPTO INDUSTRY REV ETF
039987,ROUNDHILL IO DIGITAL INF ETF
039989,BLACKSTONE SECURED LENDING F
039991,INTENSITY THERAPEUTICS INC
039992,NEXTNAV INC
039993,CHIJET MOTOR CO INC
039994,BETTER THERAPEUTICS INC
039997,NU HOLDINGS LTD
039998,ECD AUTOMOTIVE DESIGN INC
040015,LOTTERY COM INC
040016,EDIBLE GARDEN AG INC
040024,MARIS-TECH LTD
040028,JPMORGAN INCOME ETF
040032,SIMPLIFY HEDGED EQUITY ETF
040036,GLOBAL X HIGH INTERE SAV ETF
040048,MINDFUL CONSERVATIVE ETF
040052,MOHR GROWTH ETF
040056,ADAPTIVE CORE ETF
040060,IMPACT SHARES MSCI GLOB  ETF
040064,USCF GOLD STRTY PLUS INC FND
040068,D2L INC
040084,ROADZEN INC
040092,ARCHER AVIATION INC
040108,PERIMETER SOLUTIONS SA
040112,HARVEST DIG SP & ENT IND ETF
040116,MULLEN AUTOMOTIVE INC
040132,SOUTHLAND HOLDINGS INC
040176,AI QUALITY GROWTH ETF
040196,RH TACTICAL OUTLOOK ETF
040200,RH TACTICAL ROTATION ETF
040212,TRADR 2X SHORT INV DAILY ETF
040224,DRILLING TOOLS INTERNAT CORP
040236,TENON MEDICAL INC
040237,GENENTA SCIENCE S.P.A.
040238,MANULIFE SMT US EQ ETF (HED)
040239,MANULIFE SMART DEFENS EQ ETF
040240,HARTFORD LARGE CAP GROTH ETF
040241,ISHARES ESG ADV INV COR ETF
040242,E AUTOMOTIVE INC
040244,VANECK GREEN METALS ETF
040245,GOLDMAN SAC HEALTH CARE ETF
040246,GOLDMAN SAC CONSUMER EQU ETF
040247,GOLDMAN SAC REAL EST AND ETF
040248,ORION OFFICE REIT INC
040249,VOLATO GROUP INC
040254,INVESCO ESG NXT GEN 100 ETF
040255,INVESCO ESG NASDAQ INDEX ETF
040256,ADAPTIVE HIGH INCOME ETF
040257,RH HEDGED MULTI-ASSET ETF
040261,DIRECT DIGITAL HOLDINGS INC
040266,DIMENSIONAL SHORT-DURATN ETF
040267,DIMENSIONAL CORE FIXED ETF
040268,DIMENSIONAL NATIONAL MNC ETF
040269,DIMENSIONAL INFLTN-PRT ETF
040270,SCHWAB ARIEL ESG ETF
040271,ONEASCENT LARGE CAP CORE ETF
040272,IBET SPORTS BETT AND GAM ETF
040273,GLOBAL X BLCK & BITCOIN  ETF
040274,VANECK BITCOIN STRATEGY ETF
040276,ARIZONA SONORAN COPP COM INC
040280,GOOSE HOLLOW TACTICAL AL ETF
040281,MCELHENNY SHEFFIELD MANA ETF
040282,ADVISORSHARES POSEIDON D ETF
040283,INVESCO ESG S&P 500 EQUA ETF
040285,OCEANPAL INC
040286,AMERICAN CENTURY SELECT ETF
040287,FIRST TRUST LIMITED DURA ETF
040290,DEFINITY FINANCIAL CORP
040291,COVEO SOLUTIONS INC
040292,SAMSARA INC
040297,UVA DIVIDEND VALUE ETF
040305,SIDUS SPACE INC
040306,PROFRAC HOLDING CORP
040307,VIGIL NEUROSCIENCE INC
040313,DIREXION NANOTECHNOLOGY ETF
040321,ENGENE HOLDINGS INC
040323,MOLEKULE GROUP INC
040331,ABLE VIEW GLOBAL INC
040336,PHOENIX MOTOR INC
040338,EVOLVE METAVERSE ETF (CAD)
040339,GLOBAL X METAVERSE INDEX ETF
040340,BROOKFIELD BUSINESS CORP
040342,TD MORNINGSTAR ESG CANAD ETF
040344,TD MORNINGSTAR ESG US CO ETF
040345,TD GLOBAL TECHNOLOGY INN ETF
040346,PURPOSE ETHER YIELD ETF
040347,PURPOSE CRYPTO OPPORTUNI ETF
040348,PURPOSE BITCOIN YIELD ETF
040351,BMO MONEY MARKET FUND
040352,GENUINE INVESTORS ETF
040353,RUNWAY GROWTH FINANCE CORP
040356,FIDELITY ADVN BITCOIN ETF
040358,DEFIANCE DIGITAL REVOLUT ETF
040359,HARBOR DISRUPTIVE INNOVA ETF
040360,VANECK FUTURE OF FOOD ETF
040361,HORIZONS GX TM AND D H I ETF
040374,WEALTHTRUST DBS LONG TER ETF
040378,ARK TRANSPARENCY ETF
040379,PGIM TOTAL RETURN BOND ETF
040380,ROUNDHILL MEME ETF
040381,BNY MELLON CONCENTRT INT ETF
040383,CRESCENT ENERGY CO
040388,WISDOMTREE ARTIFIL INT FUND
040389,AMPLIFY BLACKSWAN TECH ETF
040390,DIREXION MRNA ETF
040391,ETFB GREEN SRI REITS ETF
040392,GLOBAL X MSCI VIETNAM ETF
040398,ACLARA RESOURCES INC
040399,IMPERIAL PETE INC
040404,YCQH AGRICULTURAL TEC CO LTD
040411,MOTLEY FOOL GLOBAL OPPOR ETF
040412,MOTLEY FOOL MID-CAP GROW ETF
040413,TERAWULF INC
040414,INNOVATIVE EYEWEAR INC
040417,DOUGLAS ELLIMAN INC
040418,STERLING CAPITAL DIVERSE ETF
040421,JPMORGAN CLIMATE CHANGE  ETF
040422,GOLDMAN SACHS PARIS CLI ETF
040423,JOHN HANCOCK PREF INCOME ETF
040424,BNY MELLON GLOBAL EM MKT ETF
040425,BNY MELLON SUSTA INT EQT ETF
040426,BNY MELLON SUSTAIB US EQ ETF
040427,DONOGHUE FORLINES YIELD ETF
040428,FRESH VINE WINE INC
040430,GLOBAVEND HOLDINGS LTD
040434,WISDOMTREE EF GOLD PLS FUND
040435,GENERATION Z ETF (THE)
040436,GURU FAVORITE STOCKS ETF
040437,RAYLIANT QT EMR MKT EX CH EQ
040438,RAYLIANT QUAN DEV MKT EQ ETF
040439,ISHARES US THEMATIC ROTA ACT
040440,DIREXION DAILY MTL MINR BULL
040441,DIREXION DAILY SOFTWARE BULL
040442,UBC ALGORITHMIC FUNDAMTL ETF
040448,FPA GLOBAL EQUITY ETF
040449,NATIONWIDE S&P 500 RISK ETF
040450,NATIONWIDE DOW JONES RSK ETF
040451,NATIONWIDE RUSSELL 2 RSK ETF
040452,FEDERATED HERMES SHORT D ETF
040453,FEDERATED HRM SRT DUR HI ETF
040454,GRIZZLE GROWTH ETF
040457,FT VEST US EQ EN & M ETF DEC
040460,PERASO INC
040464,NYLI MACKAY CALI MUNI INTERM
040465,KINGSBARN TACTICAL BOND ETF
040470,AMYLYX PHARMACEUTICALS INC
040472,B.A.D. ETF
040475,CINCOR PHARMA INC
040480,CULTIVAR ETF
040486,DIH HOLDING US INC
040489,VEGTECH PLANT BASD I & C ETF
040492,SMART FOR LIFE INC
040494,MOBILE GLOBAL ESPORTS INC
040499,FORZA X1 INC
040501,SAVERS VALUE VILLAGE INC
040504,KELLY HOTEL & LODGING S ETF
040506,INFRACAP EQUITY INCM FND ETF
040508,STRATEGY SHRS N 5HANDL I ETF
040510,AXS ASTORIA INFLA SEN ETF
040512,HONGLI GROUP INC
040516,MOTLEY FOOL NEXT INDEX ETF
040517,MOTLEY FOOL CAP EF 100 I ETF
040522,RIVERNORTH PATRIOT ETF
040523,INNOVATOR GROWTH ACCELE ETF
040524,INNOVATOR US EQUITY ACE ETF
040525,INNOVATOR US EQUITY ACEL ETF
040526,INNOVATOR US EQUITY ACCE ETF
040527,ALLIANZIM US LARGE CAP 6 ETF
040528,BITCOIN DEPOT INC
040530,PRIMARIS REAL ESTA INV TRUST
040532,CREDO TECH GROUP HOLDING LTD
040534,HEARTCORE ENTERPRISES INC
040535,TPG INC
040536,NEXALIN TECHNOLOGY INC
040538,UPAR ULTRA RISK PARITY ETF
040540,PLANTING HOPE COM INC (THE)
040542,GABELLI AUTOMATION ETF
040544,FORBIDDEN SPIRITS DISTILLING
040546,RAREVIEW INFLATION/DEFLA ETF
040548,WAHED DOW JONES ISLAMIC ETF
040550,RETINALGENIX TECHNOLOGES INC
040552,REBORN COFFEE INC
040557,CONDUIT PHARMACEUTICALS INC
040558,1606 CORP
040560,EXCELERATE ENERGY INC
040564,SPARTA COMMERCIAL SERVIC INC
040565,SPDR BLOOMBERG SASB DEVE ETF
040566,STRATEGY SH HLT C CHANGE ETF
040567,SIMPLIFY US SMALL CAP PLU ET
040568,EVOLVE EUROPEAN B ENCD Y ETF
040569,SPDR S&P SMALCAP 600 ESG ETF
040575,WESTERN ALASKA MINERALS CORP
040576,SPDR BLOO SASB E M ESG S ETF
040577,SIMPLIFY E M EQ PLUS D C ETF
040578,SIMPLIFY D E US PLUS D C ETF
040579,JANUS HENDERSON B-BBB CL ETF
040586,DYNAMIC SHORT SHORT TERM ETF
040587,KELLY C & G EDIT TECH ETF
040588,KELLY RESI & APRT REAL E ETF
040589,AVANTIS US SMALL CAP EQ ETF
040590,KIWETINOHK ENERGY CORP
040594,ALPHA INT LARGE CAP GTH ETF
040595,ALPHA INTELLIGENT L C V ETF
040596,V-SHARES US DIVERSITY ETF
040600,PURPOSE HEALTH INN YIELD ETF
040605,BAUSCH & LOMB CORP
040610,ARCELLX INC
040614,CONSTELLATION ENE CORP
040616,INVESCO S&P/T 60 ESG T I ETF
040617,INVESCO S&P INTL D ESG I ETF
040618,US GLOBAL SEA T SKY CRGO ETF
040619,INVESCO S&P 500 ESG T I ETF
040620,AMBERWAVE INVST USA JSG FUND
040621,INVESCO S&P IT D ESG T I ETF
040622,INVESCO S&P/T CO ESG T I ETF
040623,INVESCO SP US TOT MT ESG ETF
040624,INVESCO S&P US T M ESG I ETF
040625,INVESCO ESG GLOBAL BOND ETF
040626,DIREXION DLY FNTH BUL SHARES
040627,DIREXION DAILY OL S BL 2X SH
040628,DIREXION D SP 500 E W B 2X S
040636,AMPRIUS TECHNOLOGIES INC
040637,RAREVIEW SYSTEMATIC EQTY ETF
040645,LASER PHOTONICS CORP
040646,FRANKLIN WST ASST CR PL BOND
040650,ERAYAK PWR SOLUTIO GROUP INC
040651,LUCY SCIENTIFIC DISCOVRY INC
040656,STRATEGAS GLOB POL OPPOR ETF
040657,STRATEGAS MACRO TH OPPOR ETF
040658,YOSHIHARU GLOBAL CO
040660,ACLARION INC
040662,GLOBAL X DISRUPTIVE MTRL ETF
040667,HAMILTON ENHANCD CAN FIN ETF
040669,BMO ALL-EQUITY ETF
040670,BMO JAPAN INDEX ETF
040671,BMO SHORT TERM DISC BOND ETF
040672,KNIGHTSCOPE INC
040673,ISHARES MSCI CHI MS TECH ETF
040674,BMO MSCI ACWI PARIS CLI ETF
040676,BMO CORPORATE DISCO BOND ETF
040677,SUBVERSIVE METAVERSE ETF
040678,BMO BALANCED ETF (FIXED PER)
040679,LUXURBAN HOTELS INC
040684,CLOCKWISE CORE EQU & INN ETF
040690,DESJARDINS SUSTN AMER EQ ETF
040692,SMARTSTOP SELF STORAGE R INC
040693,U-BX TECHNOLOGY LTD
040698,CI GALAXY MULTI-CRYPTO ETF
040699,MORGAN CREEK AC SPAC ARB ETF
040700,IMGP RBA RES GLOBAL ALLO ETF
040701,PSYK ETF
040702,LOCAFY LTD
040703,AKANDA CORP
040706,EVOLVE CANA BANK N LIFE FUND
040707,AMPLIFY INFLATION FIGHTR ETF
040708,GRAYSCALE FUTURE OF FINA ETF
040713,FIRST TRUST NET STREAMNG ETF
040714,HARBOR LONG-TERM GROWERS ETF
040715,TCW TRANSFORM SYSTEMS ETF
040723,AMERICAN REBEL HOLDINGS INC
040726,HAMILTON ENHD US CD CALL ETF
040727,VALKYRIE BITCOIN MINERS ETF
040728,NYLI GLOBAL EQ R&D LDERS ETF
040729,NYLI US LG CP R&D LEADRS ETF
040730,IQ US MID CAP R&D LDRS ETF
040731,FIS CHRISTIAN STOCK FUND
040732,MACKENZIE EMRG MKT EQ IX ETF
040734,INNOVATOR LADDER ALL BR ETF
040739,BUILD BOND INNOVATION ETF
040740,ADVISORSHARES L B AI P M ETF
040741,SOLTA MEDICAL CORP -REDH
040742,XTRACKERS R M USD H Y S ETF
040743,GLOBAL X CARBON CREDITS ETF
040745,NBI SUSTAINABLE CN S T B ETF
040746,HARBOR COMM ALL-WTH STRT ETF
040747,BMO CANADIAN BK INCM IX ETF
040748,MINTO METALS CORP
040749,GOLDMAN SACHS BB C E E ETF
040750,ISHARES PARIS-A C MI USA ETF
040758,ZIMVIE INC
040761,SIMPLIFY HG YD PLS CR HG ETF
040762,SIMPLIFY AGGREGATE BOND ETF
040763,HARVEST DIVERSIFIED M IN ETF
040765,BONDBLOXX U H Y B F R S ETF
040766,BONDBLOXX U H Y B C NC S ETF
040767,BONDBLOXX USD H Y B H S ETF
040768,BONDBLOXX USD H Y B E S ETF
040769,BONDBLOXX U HY B T M T S ETF
040770,BONDBLOXX USD H Y B I S ETF
040771,VANECK DIGITAL INDIA ETF
040772,FIDELITY SUSTAINABLE H Y ETF
040773,GOLDMAN SACH A E M USD B ETF
040774,SPDR BLACKSTONE HGH INCM ETF
040775,WISDOMTREE BAT V C & IN FUND
040776,BONDBLOXX US H Y B C C S ETF
040781,RAIL VISION LTD
040783,WEARABLE DEVICES LTD
040784,JEFFS BRANDS LTD
040788,CONVERGENCE LONG/SHORT E ETF
040793,HARBOR HUMAN CAPITAL F U ETF
040794,CAPITAL GROUP CORE EQUIT ETF
040795,GLOBAL X DOW 30 COVER CL ETF
040796,CAPITAL GROUP GLOB GR EQ ETF
040797,DIMENSIONAL US HIGH PROF ETF
040798,CAPITAL GROUP GROWTH ETF
040799,DIMENSIONAL US REAL ESTA ETF
040800,CAPITAL GROUP CORE PL IN ETF
040801,CAPITAL GROUP DIVND VAL ETF
040802,CAPITAL GROUP INTL FO EQ ETF
040803,DIMENSIONAL US SML CP VA ETF
040814,MULVIHILL ENH YD CAN BK ETF
040816,EVOLVE FAN ETF (CAD HEDG UT)
040817,CI DIGITAL SECURITY INDX ETF
040818,CI BIO-REVOLUTION INDEX ETF
040819,RESIDENTIAL REIT ETF
040827,BMO BROOKFIELD GLOBAL R ETF
040828,BMO BROOKFIELD GL RE IN FUND
040829,VISIONARY HOLDINGS INC
040833,AN2 THERAPEUTICS INC
040835,FAIRLEAD TACTICAL SECTOR ETF
040836,PREFERRED PLUS ETF
040837,DIVIDEND PERFORMERS ETF
040839,INNOVATOR PO B STEP UP S ETF
040840,INNOVATOR BU STEP UP ST ETF
040841,SIMPLIFY MANAGED FUT ST ETF
040842,VANECK DIGITAL ASSETS MI ETF
040846,ISHARES I 2029 T H Y A I ETF
040847,ISHARES I 2028 T H Y A I ETF
040849,EXPION360 INC
040855,ECB BANCORP INC
040856,JE CLEANTECH HOLDINGS LTD
040860,LHA MARKET STATE TACTL Q ETF
041037,KRANESHARES GL CRB TRANS ETF
041039,WISDOMTREE EF G PL EQ STY FD
041040,GOLDMAN SC AB W L V P EQ ETF
041041,AVANTIS RESPONSIBL US EQ ETF
041042,AVANTIS RESP INTL EQUITY ETF
041043,PROSHARES METAVERSE ETF
041048,GIVEX CORP
041050,EMBECTA CORP
041051,VIRAX BIOLABS GROUP LTD
041053,SHARPS TECHNOLOGY INC
041059,ESAB CORP
041061,BNY MELLON RP HZ CO BD ETF
041067,FIRST TRUST NQ LX DG H S ETF
041070,ROC ETF
041071,DIMENSIONAL INTL SML CAP ETF
041072,DIMENSIONAL INTL SM CA V ETF
041073,DIMENSIONAL INTL CR EQ 2 ETF
041074,DIMENSIONAL INTL HH PRFY ETF
041076,PINEAPPLE ENERGY INC
041080,OPTICA RARE ER & CRL MTL ETF
041082,STRAWBERRY FIELDS REIT INC
041083,BRIGHT GREEN CORP
041084,COREBRIDGE FINANCIAL INC
041087,AVANTIS RSP ERG MRKT EQ ETF
041088,COLUMBIA SEMICONDUCTR & TECH
041089,2X LONG VIX FUTURES ETF
041090,-1X SHORT VIX FUTURES ETF
041096,COPPER PLACE GLBL DVND GRWTH
041097,ONEASCENT CORE PLUS BOND ETF
041098,REGENTS PARK HDD MKT STY ETF
041102,THEMES AIRLINES ETF
041105,PRIMECH HOLDINGS LTD
041108,DOUBLELINE OPPORTUN BOND ETF
041109,SPDR NUVEEN MPL BD ESG ETF
041111,DAKOTA GOLD CORP
041114,INQQ THE INDIA INTERNET ETF
041118,HILLEVAX INC
041119,NEUBERGER BERMAN DSRPTER ETF
041120,NEUBERGER BN NX GN CD CR ETF
041121,PROSHARES SPLY CHN LGTIC ETF
041122,NEUBERGER BRN CBN TN IFR ETF
041123,CANADIAN NORTH RESOURCES INC
041127,ONFOLIO HOLDINGS INC
041132,MAIA BIOTECHNOLOGY INC
041134,JPMORGAN INFLATIN MGD BD ETF
041135,PACER BLUESTAR DIGI ETMT ETF
041136,CI GLOBAL HIGH YD CRT PVT PL
041139,GOLDMAN SH MKB US1000 EQ ETF
041143,GLOBAL X GREEN BUILDING ETF
041148,CI FLOATING RATE INCOME FUND
041151,FIRST TRUST INDXX METAVE ETF
041152,ROUNDHILL CANNABIS ETF
041153,LA ROSA HOLDINGS CORP
041159,FIDELITY METAVERSE ETF
041160,FIDELITY CRY IND AND D P ETF
041161,FIDELITY SUSTAIN LOW D B ETF
041162,SUSTAINABLE CORE PLUS ETF
041163,FLEXSHARS E & C E M C I FUND
041164,STRATEGY SHS GL HGD BD ETF
041169,SPDR MSCI USA CLIMTE P A ETF
041173,FM FOCUS EQUITY ETF
041176,BIOAFFINITY TECHNOLOGIES INC
041186,ISHARES EMERG F AND AT M ETF
041187,ADVISORSHARES MANAGE B S ETF
041188,ADVISORSHARES DRONE TECH ETF
041189,DIMENSIONAL EMERGI M H P ETF
041190,DIMENSIONAL EMERGING M V ETF
041191,DIMENSIONAL EMER M C E 2 ETF
041192,ISHARES BLOCKCHAIN AND T ETF
041193,KRANESHARES GLOBAL C O S ETF
041195,GLOBAL X METAVERSE ETF
041201,PLAINS ACQUISITION CORP
041204,MAGIC EMPIRE GLOBAL LTD
041205,AXS SHORT CHINA INTERNET ETF
041206,TRADR 2X LONG INNOVATION ETF
041207,ISHARES GEN IMGY & HC IX ETF
041208,ISHARES CYBRSRTY & TC IX ETF
041209,ISHARES GLBL CLN ENGY IX ETF
041210,ISHARES EXPO TECHLGS IX ETF
041212,CI GALAXY BLOCKCHAIN IDX ETF
041213,CI GALAXY METAVERSE INDX ETF
041218,JPMORGAN NASDAQ EQTY P I ETF
041219,MERK STAGFLATION ETF
041220,STRONG GLOBAL ENTERTNMNT INC
041223,PACER BLUESTAR ENGIN T F ETF
041225,PEPGEN INC
041226,AKROS MONTHLY PAYOUT ETF
041227,ACTELIS NETWORKS INC
041229,PICTON MAHONEY FORT A A FUND
041230,DIMENSIONAL US MARKETW V ETF
041231,JPMORGAN SM & MID CAP ECD EQ
041234,EIGHTCO HOLDINGS INC
041236,FINANCIAL SERVICES OPPOR ETF
041241,HANOVER BANCORP INC
041243,SPDR MTAS IT GD 400 CP B ETF
041257,TEUCRIUM AGRI SGY NO K-1 ETF
041258,SIMPLIFY MACRO STRATEGY ETF
041259,GLOBAL X CPPR PRDCRS INX ETF
041261,SEI ENHANCED US L C M F ETF
041262,SEI ENHANCED US L C Q F ETF
041263,SEI ENHANCED US L C V F ETF
041264,SEI ENHANCD LOW V US L C ETF
041265,ESG ORPHANS ETF
041268,STF TACTICAL GROWTH ETF
041269,STF TACTICAL GROWTH & IN ETF
041270,HEART TEST LABORATORIES INC
041271,RELATIVE SENTIMENT TAC A ETF
041273,PRINCIPAL REAL ES ACT OP ETF
041275,ALPS INTERMEDIATE MUNI B ETF
041276,HARBOR DIV GROWTH LEADRS ETF
041277,JP MORGAN REALTY INCOME ETF
041279,PGIM FLOATING RATE INCOM ETF
041283,DOUBLELINE SHILLR C US E ETF
041284,DIREXION DAILY T B 2X SHARES
041285,SIMPLIFY US EQUIT P GBTC ETF
041287,EXEMPLAR GROWTH AND INC FUND
041288,BONDBL CCC R USD H Y C B ETF
041289,BONDBLO BB R USD H Y C B ETF
041293,IVANHOE ELECTRIC INC
041298,COPPER PROPERTY CTL PASS T T
041300,FEMTO TECHNOLOGIES INC
041304,PROCURE DISASTER RECOVRY ETF
041305,DIREXION BREAKFAST COM S ETF
041309,SHUTTLE PHARMACEUTICAL H INC
041312,NEWDAY OCEAN HEALTH ETF
041314,GOTHAM 1000 VALUE ETF
041315,USCF DIVIDEND INCOME FUND
041317,V SHARES MSCI W E M & C FUND
041318,PACER DATA AND DIGITAL R ETF
041319,PACER INDUSTRIALS AND LO ETF
041320,PIMCO SENIOR LOAN ACTIVE ETF
041324,WARRANTEE INC -ADR
041325,HARVEST CANADIAN EQU I L ETF
041326,JPMORGAN INTERNATI R E E ETF
041328,NANO LABS LTD
041341,FT VEST LADDER NASDAQ BUFFER
041342,OPTIMIZE AI SMART SE E D ETF
041343,SYNTAX STRATIFIED T M II ETF
041344,DIREXION DY TIPS BR 2X SHARE
041349,LICHEN CHINA LTD
041350,STARBOX GROUP HOLDINGS LTD
041357,PROSHARES SHORT BITCOIN ETF
041360,IONIC INFLATION PROTECTI ETF
041363,NYLI WINSLOW FC LG CP GR ETF
041364,NYLI WINSLOW LG CP GRWTH ETF
041365,VANECK CLO ETF
041366,ENHABIT INC
041370,NUVEEN GLOBAL NET ZER TR ETF
041371,ISHARES INFLA HE US AG B ETF
041372,ISHARES INFLATI HE H Y B ETF
041373,ISHARES INTER R H US A B ETF
041374,UNITED MARITIME CORP
041377,NIGHTSHARES RUSSELL 2000 ETF
041378,XTRACKERS NET ZERO PATHW ETF
041379,NIGHTSHARES 500 ETF
041382,AOT GROWTH AND INNOVATIO ETF
041385,FRANKLIN RESPONSIBLY GOL ETF
041386,ISHARES IBONDS DEC 2032 ETF
041387,BONDBLOXX JP MORGAN 1-10 ETF
041388,DAY HAGAN/NED DA R S S I ETF
041390,SCHWAB CRYPTO ECONOMY ETF
041394,GLOBAL X INTEREST RT HDG ETF
041395,GLOBAL X INT RT VO & INFL HD
041396,ISHARES IBONDS D 32 TRM TRSY
041399,RIVERNORTH ENH P-M SPAC ETF
041402,BLACK DIAMOND IMP CO EQ FUND
041403,AAM TRANSFORMERS ETF
041404,AXS 2X NKE BEAR ETF
041405,TRADR 1.5X SHORT NVDA DY ETF
041406,AXS 2X PFE BULL ETF
041407,AXS 2X PYPL BEAR ETF
041408,AXS 2X PYPL BULL ETF
041409,AXS 2X PFE BEAR ETF
